index,CAS,smiles,Mapped SMILES,Reactivity,Oxidation Site,Oxidation Site (one hot)
83,101-81-5,c1ccc(Cc2ccccc2)cc1,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
84,2207-01-4,CC1CCCCC1C,[CH3:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH:7]1[CH3:8],1,"2,7","[0, 1, 0, 0, 0, 0, 1, 0]"
85,2322920-67-0,CC(=O)OC1(C)CCC2C(C)(C)C3CC21CCC3C,[CH3:1][C:2](=[O:3])[O:4][C:5]1([CH3:6])[CH2:7][CH2:8][CH:9]2[C:10]([CH3:11])([CH3:12])[CH:13]3[CH2:14][C:15]12[CH2:16][CH2:17][CH:18]3[CH3:19],1,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
86,6790-58-5,CC1(C)CCCC2(C)C1CCC1(C)OCCC12,[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:5][CH2:6][C:7]2([CH3:8])[CH:9]1[CH2:10][CH2:11][C:12]1([CH3:13])[O:14][CH2:15][CH2:16][CH:17]21,1,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
87,101-82-6,c1ccc(Cc2ccccn2)cc1,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][n:11]2)[cH:12][cH:13]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
88,1817-77-2,O=[N+]([O-])c1ccc(Cc2ccccc2)cc1,[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
89,90-44-8,O=C1c2ccccc2Cc2ccccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,1,"2,9","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
90,1730-48-9,COc1ccc2c(c1)CCCC2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][CH2:11][CH2:12]2,1,"11,12","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
91,496-16-2,c1ccc2c(c1)CCO2,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][CH2:8][O:9]2,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
92,774-55-0,CC(=O)c1ccc2c(c1)CCCC2,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][CH2:12][CH2:13]2,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
93,21564-91-0,Cc1cccc2c1CCCC2C,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][CH2:9][CH2:10][CH:11]2[CH3:12],1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
94,536-75-4,CCc1ccncc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0]"
95,91-63-4,Cc1ccc2ccccc2n1,[CH3:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[n:11]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,612-58-8,Cc1cnc2ccccc2c1,[CH3:1][c:2]1[cH:3][n:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,91-62-3,Cc1ccc2ncccc2c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]2[n:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,104-93-8,COc1ccc(C)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:9]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
99,92-83-1,c1ccc2c(c1)Cc1ccccc1O2,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[O:14]2,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
100,106-42-3,Cc1ccc(C)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1,1,"1,6","[1, 0, 0, 0, 0, 1, 0, 0]"
101,99-87-6,Cc1ccc(C(C)C)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH:6]([CH3:7])[CH3:8])[cH:9][cH:10]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,141-93-5,CCc1cccc(CC)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH2:8][CH3:9])[cH:10]1,1,"2,8","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
103,106-43-4,Cc1ccc(Cl)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]"
104,106-38-7,Cc1ccc(Br)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[cH:7][cH:8]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]"
105,135-01-3,CCc1ccccc1CC,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH2:9][CH3:10],1,"2,9","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
106,102-25-0,CCc1cc(CC)cc(CC)c1,[CH3:1][CH2:2][c:3]1[cH:4][c:5]([CH2:6][CH3:7])[cH:8][c:9]([CH2:10][CH3:11])[cH:12]1,1,"2,6,10","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
107,1081-75-0,c1ccc(CCCc2ccccc2)cc1,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1,1,"5,7","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
108,7012-16-0,Clc1ccc2c(c1)Cc1cc(Cl)ccc1-2,[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][c:11]([Cl:12])[cH:13][cH:14][c:15]1-2,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
109,877-43-0,Cc1ccc2nc(C)ccc2c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]2[n:6][c:7]([CH3:8])[cH:9][cH:10][c:11]2[cH:12]1,1,"1,8","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
110,58775-05-6,CC(C)(C)c1ccc2c(c1)Cc1cc(C(C)(C)C)ccc1-2,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][c:12]1[cH:13][c:14]([C:15]([CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20][c:21]1-2,1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
111,1463-17-8,Cc1ccc2cccc(C)c2n1,[CH3:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][c:9]([CH3:10])[c:11]2[n:12]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,1078-28-0,COc1ccc2nc(C)ccc2c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[n:7][c:8]([CH3:9])[cH:10][cH:11][c:12]2[cH:13]1,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
113,343-43-1,Fc1ccc2c(c1)Cc1ccccc1-2,[F:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
114,7661-55-4,Cc1cccc2ncccc12,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[n:7][cH:8][cH:9][cH:10][c:11]12,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,533-37-9,c1cnc2c(c1)CCC2,[cH:1]1[cH:2][n:3][c:4]2[c:5]([cH:6]1)[CH2:7][CH2:8][CH2:9]2,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
116,578-58-5,COc1ccccc1C,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH3:9],1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
117,2944-49-2,COc1cccc(C)c1C,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH3:8])[c:9]1[CH3:10],1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
118,98-51-1,Cc1ccc(C(C)(C)C)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[cH:10][cH:11]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,4685-47-6,COc1ccc(C)c(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8]([CH3:9])[cH:10]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
120,15181-11-0,Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1,[CH3:1][c:2]1[cH:3][c:4]([C:5]([CH3:6])([CH3:7])[CH3:8])[cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,14804-32-1,CCc1ccccc1OC,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][CH3:10],1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
122,103-29-7,c1ccc(CCc2ccccc2)cc1,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14]1,1,"5,6","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
123,1515-95-3,CCc1ccc(OC)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
124,1706-11-2,COc1cc(C)ccc1C,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[cH:7][cH:8][c:9]1[CH3:10],1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
125,100-84-5,COc1cccc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH3:8])[cH:9]1,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
126,536-78-7,CCc1cccnc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0]"
127,100-71-0,CCc1ccccn1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0]"
128,622-39-9,CCCc1ccccn1,[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
129,104-85-8,Cc1ccc(C#N)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
130,1195-14-8,Cc1cc2ccccc2s1,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[s:10]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,622-98-0,CCc1ccc(Cl)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
132,622-96-8,CCc1ccc(C)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:9]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
133,538-68-1,CCCCCc1ccccc1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
134,1585-07-5,CCc1ccc(Br)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
135,874-63-5,COc1cc(C)cc(C)c1,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[cH:7][c:8]([CH3:9])[cH:10]1,1,"6,9","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
136,1127-76-0,CCc1cccc2ccccc12,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,14411-56-4,CCc1cccc(C(C)(C)C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[cH:12]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,98-19-1,Cc1cc(C)cc(C(C)(C)C)c1,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[cH:12]1,1,"1,5","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
139,83-41-0,Cc1cccc([N+](=O)[O-])c1C,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]1[CH3:11],1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
140,2057-49-0,c1ccc(CCCc2ccncc2)cc1,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][CH2:7][c:8]2[cH:9][cH:10][n:11][cH:12][cH:13]2)[cH:14][cH:15]1,1,"5,7","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
141,10500-57-9,c1cnc2c(c1)CCCC2,[cH:1]1[cH:2][n:3][c:4]2[c:5]([cH:6]1)[CH2:7][CH2:8][CH2:9][CH2:10]2,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
142,18794-77-9,CCCCCCc1cccs1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][s:11]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
143,725-49-5,Fc1ccc(Cc2nc3ccccc3[nH]2)cc1,[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[n:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[nH:15]2)[cH:16][cH:17]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,1585-06-4,CCOc1ccc(CC)cc1,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][CH3:9])[cH:10][cH:11]1,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
145,4861-58-9,CCCCCc1cccs1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][s:10]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
146,4265-27-4,CCCCc1cc2ccccc2o1,[CH3:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[o:13]1,1,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,59919-41-4,CCc1ccc2cc(CC)ccc2c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][c:8]([CH2:9][CH3:10])[cH:11][cH:12][c:13]2[cH:14]1,1,"2,9","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
148,1551-27-5,CCCc1cccs1,[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][s:8]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0]"
149,5673-07-4,COc1cccc(OC)c1C,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][CH3:9])[c:10]1[CH3:11],1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
150,538-39-6,Cc1ccc(CCc2ccc(C)cc2)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,1,"1,12","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
151,5444-77-9,CC(C)CCCOC(=O)c1ccccc1,[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH2:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,160283-49-8,CCOC(=O)C1(C)CCCC2(C)C3CCC4(C)CC3(CCC12)CC4=O,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([CH3:7])[CH2:8][CH2:9][CH2:10][C:11]2([CH3:12])[CH:13]3[CH2:14][CH2:15][C:16]4([CH3:17])[CH2:18][C:19]3([CH2:20][CH2:21][CH:22]12)[CH2:23][C:24]4=[O:25],1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,2049-96-9,CCCCCOC(=O)c1ccccc1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,1,"2,3","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,77-53-2,CC1CCC2C(C)(C)C3CC12CCC3(C)O,[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]2[C:6]([CH3:7])([CH3:8])[CH:9]3[CH2:10][C:11]12[CH2:12][CH2:13][C:14]3([CH3:15])[OH:16],1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,2293953-29-2,CC(C)C1CCC2C(=O)CCC(C)C2(C)C1,[CH3:1][CH:2]([CH3:3])[CH:4]1[CH2:5][CH2:6][CH:7]2[C:8](=[O:9])[CH2:10][CH2:11][CH:12]([CH3:13])[C:14]2([CH3:15])[CH2:16]1,1,"2,5","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,16387-18-1,CCCC(C)COC(=O)C(C)(C)C,[CH3:1][CH2:2][CH2:3][CH:4]([CH3:5])[CH2:6][O:7][C:8](=[O:9])[C:10]([CH3:11])([CH3:12])[CH3:13],1,"2,3","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,1256568-13-4,O=C(OC1CCCCCC1)c1ccccc1,[O:1]=[C:2]([O:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,1,"6,7,8,9","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
158,6553-83-9,CCCCCOC(=O)C1CCCCC1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][C:7](=[O:8])[CH:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1,1,"11,12,13","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
159,92817-04-4,CC12CCC3c4ccc(OS(=O)(=O)C(F)(F)F)cc4CCC3C1CCC2=O,[CH3:1][C:2]12[CH2:3][CH2:4][CH:5]3[c:6]4[cH:7][cH:8][c:9]([O:10][S:11](=[O:12])(=[O:13])[C:14]([F:15])([F:16])[F:17])[cH:18][c:19]4[CH2:20][CH2:21][CH:22]3[CH:23]1[CH2:24][CH2:25][C:26]2=[O:27],1,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
161,906-83-2,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)=O)CCC32)C1,[CH3:1][C:2](=[O:3])[O:4][CH:5]1[CH2:6][CH2:7][C:8]2([CH3:9])[CH:10]([CH2:11][CH2:12][CH:13]3[CH:14]2[CH2:15][CH2:16][C:17]2([CH3:18])[CH:19]([C:20]([CH3:21])=[O:22])[CH2:23][CH2:24][CH:25]32)[CH2:26]1,1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,2623-23-6,CC(=O)OC1CC(C)CCC1C(C)C,[CH3:1][C:2](=[O:3])[O:4][CH:5]1[CH2:6][CH:7]([CH3:8])[CH2:9][CH2:10][CH:11]1[CH:12]([CH3:13])[CH3:14],1,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
163,1239-31-2,CC(=O)OC1CCC2(C)C(CCC3C4CCC(=O)C4(C)CCC32)C1,[CH3:1][C:2](=[O:3])[O:4][CH:5]1[CH2:6][CH2:7][C:8]2([CH3:9])[CH:10]([CH2:11][CH2:12][CH:13]3[CH:14]4[CH2:15][CH2:16][C:17](=[O:18])[C:19]4([CH3:20])[CH2:21][CH2:22][CH:23]23)[CH2:24]1,1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,825-04-7,COC(=O)C1(C)CCCCC1,[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1,1,"8,9,10","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
165,6138-85-8,CC(=O)CCC1C(C)CCCC1(C)C,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH:6]1[CH:7]([CH3:8])[CH2:9][CH2:10][CH2:11][C:12]1([CH3:13])[CH3:14],1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
166,1023-17-2,COc1ccc(C(=O)Cc2ccccc2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
167,781-73-7,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1-2,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
168,1133-80-8,Brc1ccc2c(c1)Cc1ccccc1-2,[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
169,2523-42-4,Ic1ccc2c(c1)Cc1ccccc1-2,[I:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
170,2001-28-7,Cc1ccc(C(=O)Cc2ccccc2)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
171,1889-71-0,O=C(Cc1ccccc1)c1ccc(Cl)cc1,[O:1]=[C:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,60312-97-2,CCc1ccc(C(=O)Cc2ccccc2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
173,347-84-2,O=C(Cc1ccccc1)c1ccc(F)cc1,[O:1]=[C:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
174,51490-06-3,Cc1ccc(CC(=O)c2ccc(C)cc2)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7](=[O:8])[c:9]2[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]2)[cH:16][cH:17]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,150714-46-8,O=C(Cc1cc2ccccc2s1)c1ccccc1,[O:1]=[C:2]([CH2:3][c:4]1[cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[s:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
